Constituency No.,Constituency Name,Candidate Name,Candidate Sex,Candidate Age,Candidate Category, Party Name, VALID VOTES POLLED in General, VALID VOTES POLLED in Postal, Total Valid Votes,Total Electors,Total valid votes polled +NOTA,% votes polled
19,Barhapur,SADHANA SINGH,F,62,GEN,IND,192,0,192,338100,222149,0.0866453362696475
20,Dhampur,ASHOK KUMAR RANA,M,57,GEN,BJP,81720,449,82169,282279,192961,42.8095091720893
20,Dhampur,THA. MOOL CHAND CHAUHAN,M,65,GEN,SP,64091,214,64305,282279,192961,33.5024825336953
20,Dhampur,MUHAMMAD GHAZI,M,41,GEN,BSP,42706,130,42836,282279,192961,22.3172745791676
20,Dhampur,None of the Above,,,,NOTA,1020,0,1020,282279,192961,0.531413298878301
20,Dhampur,NAIMUDDIN,M,52,GEN,RLD,658,1,659,282279,192961,0.343334670549804
20,Dhampur,FIRASAT,M,40,GEN,ANC,519,0,519,282279,192961,0.270395590311606
20,Dhampur,KAMPI,F,32,GEN,BMF,467,0,467,282279,192961,0.243303931937418
20,Dhampur,LAXMAN,M,56,GEN,IND,348,1,349,282279,192961,0.181826707165223
20,Dhampur,MOHD. DANISH,M,34,GEN,IND,342,0,342,282279,192961,0.178179753153313
20,Dhampur,BHOOPENDRA KUMAR,M,45,GEN,AKSP,295,0,295,282279,192961,0.153693061930489
21,Nehtaur,OMKUMAR,M,50,SC,BJP,76396,248,76644,286410,188207,41.0005670450533
21,Nehtaur,MUNNALAL PREMI,M,63,SC,INC,53354,139,53493,286410,188207,28.6159821113334
21,Nehtaur,VIVEK SINGH,M,27,SC,BSP,46865,194,47059,286410,188207,25.1741256272267
21,Nehtaur,CHANDRAPAL SINGH,M,55,SC,RLD,6458,28,6486,286410,188207,3.46967378860988
21,Nehtaur,None of the Above,,,,NOTA,1270,3,1273,286410,188207,0.680989012164721
21,Nehtaur,NIRMALA DEVI,F,62,SC,IND,935,0,935,286410,188207,0.500176532893963
21,Nehtaur,NAIPAL,M,40,SC,GKP,561,0,561,286410,188207,0.300105919736378
21,Nehtaur,JITENDRA SINGH,M,26,SC,IND,479,0,479,286410,188207,0.256240170327495
21,Nehtaur,PREM SINGH,M,65,SC,IND,430,0,430,286410,188207,0.23002771031487
21,Nehtaur,GAJRAJ SINGH,M,46,SC,IND,302,0,302,286410,188207,0.161554345383932
21,Nehtaur,RANJEET SINGH,M,42,SC,UPRP,294,0,294,286410,188207,0.157274760075749
21,Nehtaur,SUNITA SINGH,F,34,SC,BMF,251,0,251,286410,188207,0.134271989044262
22,Bijnor,SUCHI,F,27,GEN,BJP,105052,496,105548,363181,245771,43.1636200057253
22,Bijnor,RUCHI VIRA,F,55,GEN,SP,78014,253,78267,363181,245771,32.0071156913262
22,Bijnor,RASHID AHMAD,M,56,GEN,BSP,49569,219,49788,363181,245771,20.3606919396393
22,Bijnor,RAHUL SINGH,M,39,GEN,RLD,7753,46,7799,363181,245771,3.18938371569951
22,Bijnor,None of the Above,,,,NOTA,1240,1,1241,363181,245771,0.507504191714718
22,Bijnor,GAURAV KUMAR DHIMAN,M,32,GEN,GKP,829,1,830,363181,245771,0.339426655216129
22,Bijnor,RAFEEQ AHMAD,M,50,GEN,IND,772,2,774,363181,245771,0.316525579683474
22,Bijnor,BHUPENDRA SINGH,M,52,GEN,BMF,466,0,466,363181,245771,0.190569664253875
22,Bijnor,RAHUL KUMAR,M,33,GEN,IND,448,0,448,363181,245771,0.183208604261236
22,Bijnor,PARVEZ AQIL,M,47,GEN,AIMF,375,0,375,363181,245771,0.153355416513311
22,Bijnor,BEGRAJ,M,52,GEN,RMGP,235,0,235,363181,245771,0.096102727681675
23,Chandpur,KAMLESH SAINI,F,50,GEN,BJP,92101,244,92345,312817,218484,42.4473229388836
23,Chandpur,MOHAMMAD IQBAL,M,62,GEN,BSP,56574,122,56696,312817,218484,26.0608957858351
23,Chandpur,MO. ARSHAD,M,39,GEN,SP,36408,123,36531,312817,218484,16.7918474663529
23,Chandpur,SHER BAAZ KHAN,M,41,GEN,INC,15810,16,15826,312817,218484,7.274582628521
23,Chandpur,SURENDRA KUMAR VERMA,M,63,GEN,RLD,11833,47,11880,312817,218484,5.46076340369199
23,Chandpur,FARMAN,M,38,GEN,PECP,1457,0,1457,312817,218484,0.669724939324851
23,Chandpur,None of the Above,,,,NOTA,931,1,932,312817,218484,0.428403324262705
23,Chandpur,AMAR SINGH,M,62,GEN,CPM,799,0,799,312817,218484,0.367268515113628
23,Chandpur,BHUPENDRA,M,45,GEN,IND,600,0,600,312817,218484,0.275796131499595
23,Chandpur,RAMCHARAN,M,61,SC,IND,584,0,584,312817,218484,0.26844156799294
23,Chandpur,JAGAT SINGH,M,42,GEN,IND,450,0,450,312817,218484,0.206847098624697
23,Chandpur,ILYAS,M,70,GEN,IND,384,0,384,312817,218484,0.176509524159741
24,Noorpur,LOKENDRA SINGH,M,40,GEN,BJP,78951,221,79172,303478,203108,39.1954176629883
24,Noorpur,NAIM UL HASAN,M,47,GEN,SP,66289,147,66436,303478,203108,32.8902486719837
24,Noorpur,GOHAR IQBAL,M,46,GEN,BSP,45791,111,45902,303478,203108,22.7245498606387
24,Noorpur,VIJAYPAL SINGH,M,67,GEN,MD,5331,7,5338,303478,203108,2.64266583495468
24,Noorpur,YOGESH URF TILLU TYAGI,M,45,GEN,RLD,2165,7,2172,303478,203108,1.07528478709658
24,Noorpur,None of the Above,,,,NOTA,1115,0,1115,303478,203108,0.551999326709341
24,Noorpur,MAHBOOB,M,37,GEN,PECP,810,1,811,303478,203108,0.401499061848678
24,Noorpur,AMIT KUMAR SINGH,M,33,GEN,IND,753,0,753,303478,203108,0.372785195526578
24,Noorpur,HARSWAROOP,M,57,GEN,IND,482,0,482,303478,203108,0.238622130469868
24,Noorpur,DINESH KUMAR,M,25,GEN,IND,376,0,376,303478,203108,0.186145064432926
24,Noorpur,RAJPAL,M,50,GEN,AKSP,308,0,308,303478,203108,0.152480531503567
24,Noorpur,RAVENDAR KUMAR,M,33,GEN,IND,243,0,243,303478,203108,0.120301198556386
25,Kanth,RAJESH KUMAR SINGH (CHUNNU),M,58,GEN,BJP,75996,311,76307,355629,253108,30.2914941506655
25,Kanth,ANEESURREHMAN,M,54,GEN,SP,73796,163,73959,355629,253108,29.35941153353
25,Kanth,MOHD. NASIR,M,45,GEN,BSP,43638,182,43820,355629,253108,17.3951704782282
25,Kanth,FIZAULLAH CHAUDHRY,M,61,GEN,AIMIM,22896,12,22908,355629,253108,9.0937600482714
25,Kanth,MUHAMMED USMAN ALI,M,50,GEN,PECP,13924,7,13931,355629,253108,5.53017160958918
25,Kanth,DINESH KUMAR SAINI,M,34,GEN,IND,10904,20,10924,355629,253108,4.33648658841089
25,Kanth,AFAK ALI KHAN,M,52,GEN,RLD,3457,1,3458,355629,253108,1.37271792591769
25,Kanth,KASHIF,M,29,GEN,IND,1744,0,1744,355629,253108,0.692313494158605
25,Kanth,None of the Above,,,,NOTA,1198,1,1199,355629,253108,0.475965527234041
25,Kanth,RAMRAKSHPAL,M,52,GEN,SHS,1085,1,1086,355629,253108,0.431108058862526
25,Kanth,MOHAMMAD AMIL,M,47,GEN,NALP,950,0,950,355629,253108,0.377120309318047
25,Kanth,RAFIULLAH KHAN,M,52,GEN,IND,866,0,866,355629,253108,0.343774934599399
25,Kanth,MADAN LAL SINGH,M,55,SC,NCP,861,0,861,355629,253108,0.341790090866146
25,Kanth,MOHD ISRAR,M,44,GEN,IND,744,0,744,355629,253108,0.295344747508029
25,Kanth,SATISH KUMAR,M,31,SC,RACP,351,0,351,355629,253108,0.139336030074352
26,Thakurdwara,NAVAB JAN,M,58,GEN,SP,107685,180,107865,347748,256420,42.2370585010572
26,Thakurdwara,RAJPAL SINGH CHAUHAN,M,61,GEN,BJP,94058,398,94456,347748,256420,36.9864515623776
26,Thakurdwara,VIJAY YADAV,M,54,GEN,BSP,39659,162,39821,347748,256420,15.592842039314
26,Thakurdwara,EJAJ AHMAD,M,47,GEN,AIMIM,9440,4,9444,347748,256420,3.69801863889106
26,Thakurdwara,ATEEQ AHMAD,M,55,GEN,CPM,1096,0,1096,347748,256420,0.42916438248884
26,Thakurdwara,None of the Above,,,,NOTA,1040,0,1040,347748,256420,0.407236275354374
26,Thakurdwara,ABID,M,51,GEN,IND,771,0,771,347748,256420,0.301903046440598
26,Thakurdwara,HARPAL SINGH,M,26,GEN,RLD,598,0,598,347748,256420,0.234160858328765
26,Thakurdwara,JITENDRA KUMAR SHARMA,M,46,GEN,BSRD,504,1,505,347748,256420,0.197744537551883
26,Thakurdwara,SHAMSHAD HUSSAIN,M,51,GEN,IND,504,0,504,347748,256420,0.197352964210197
26,Thakurdwara,ATUL KUMAR,M,32,GEN,IND,320,0,320,347748,256420,0.125303469339807
27,Moradabad Rural,HAJI IKRAM QURESHI,M,58,GEN,SP,97754,162,97916,356446,221367,44.3604798666232
27,Moradabad Rural,HARIOM SHARMA,M,44,GEN,BJP,68831,304,69135,356446,221367,31.3213547896053
27,Moradabad Rural,MOHD KAMRANUL HAQ,M,25,GEN,RLD,23383,21,23404,356446,221367,10.6030952122069
27,Moradabad Rural,PANNALAL URF BABLU SAINI,M,30,GEN,BSP,19938,116,20054,356446,221367,9.0853901634591
27,Moradabad Rural,MOHD ASLAM,M,56,GEN,AIMIM,3496,7,3503,356446,221367,1.58702113007865
27,Moradabad Rural,FAHEEM,M,39,GEN,IND,2035,3,2038,356446,221367,0.9233083251785
27,Moradabad Rural,PRANSHU JOSHI,M,34,GEN,IND,1565,0,1565,356446,221367,0.709017433220978
27,Moradabad Rural,BRAHMSWAROOP,M,68,SC,CPM,768,3,771,356446,221367,0.349298684353594
27,Moradabad Rural,None of the Above,,,,NOTA,639,0,639,356446,221367,0.289496574970099
27,Moradabad Rural,PARUL SHARMA,M,40,GEN,IND,363,0,363,356446,221367,0.16445580080461
27,Moradabad Rural,NASERUDDIN,M,32,GEN,IND,361,0,361,356446,221367,0.163549708238194
27,Moradabad Rural,KUSUM,F,42,GEN,IND,347,0,347,356446,221367,0.157207060273278
27,Moradabad Rural,MOHD NASIR,M,33,GEN,IND,287,0,287,356446,221367,0.13002428328078
27,Moradabad Rural,RAMPRASAD,M,39,GEN,SHS,257,0,257,356446,221367,0.116432894784531
27,Moradabad Rural,VIVEK GUPTA,M,43,GEN,AVIRP,231,3,234,356446,221367,0.10601283027074
27,Moradabad Rural,MOHD ASLAM URF PASA,M,47,GEN,RPI(A),185,0,185,356446,221367,0.0838135623935341
27,Moradabad Rural,DINESH KUMAR,M,57,GEN,BSRD,165,0,165,356446,221367,0.0747526367293683
27,Moradabad Rural,DINESH KUMAR YADAV,M,44,GEN,RACP,143,0,143,356446,221367,0.0647856184987858
28,Moradabad Nagar,RITESH KUMAR GUPTA,M,44,GEN,BJP,122893,574,123467,470792,276805,44.7425258198949
28,Moradabad Nagar,MOHAMMAD YUSUF ANSARI,M,60,GEN,SP,120096,178,120274,470792,276805,43.5854321435043
28,Moradabad Nagar,ATEEQ AHMED SAIFI,M,48,GEN,BSP,24388,262,24650,470792,276805,8.93277767711542
28,Moradabad Nagar,B.K SAINI,M,58,GEN,SHS,2003,19,2022,470792,276805,0.732741438666425
28,Moradabad Nagar,RAUF,M,52,GEN,RLD,1035,0,1035,470792,276805,0.375067947091864
28,Moradabad Nagar,GYANENDRA KUMAR,M,31,GEN,IND,966,0,966,470792,276805,0.35006341728574
28,Moradabad Nagar,SHAHBUDDIN,M,37,GEN,AIMIM,947,0,947,470792,276805,0.343178111976807
28,Moradabad Nagar,None of the Above,,,,NOTA,849,6,855,470792,276805,0.309838738901975
28,Moradabad Nagar,ABDUL RAUK,M,52,GEN,PECP,632,1,633,470792,276805,0.229389382134445
28,Moradabad Nagar,HARKISHOR SINGH,M,46,GEN,SUCI,419,1,420,470792,276805,0.152201485776409
28,Moradabad Nagar,MAMTA GUPTA,F,40,GEN,IND,414,0,414,470792,276805,0.150027178836746
28,Moradabad Nagar,RISHI BHARDWAJ,M,33,GEN,IND,223,0,223,470792,276805,0.0808117412574742
28,Moradabad Nagar,VINAY PRAKESH,M,30,GEN,NINSHAD,211,1,212,470792,276805,0.076825511868092
28,Moradabad Nagar,DRESPAL SINGH,M,28,GEN,RAC,211,0,211,470792,276805,0.0764631273781482
28,Moradabad Nagar,RAJEEV KUMAR DUBEY,M,52,GEN,AVIRP,203,2,205,470792,276805,0.0742888204384852
28,Moradabad Nagar,VIJETA GUPTA,F,32,GEN,RMEP,145,0,145,470792,276805,0.0525457510418554
28,Moradabad Nagar,RADHEY SHYAM,M,32,GEN,RACP,126,0,126,470792,276805,0.0456604457329226
29,Kundarki,MOHAMMAD RIZWAN,M,66,GEN,SP,110368,193,110561,370262,264330,42.0128438972488
29,Kundarki,RAMVEER SINGH,M,46,GEN,BJP,99554,186,99740,370262,264330,37.9008967928257
29,Kundarki,AKBAR HUSAIN,M,72,GEN,BSP,35999,72,36071,370262,264330,13.7068703450372
29,Kundarki,ISRAR HUSAIN,M,35,GEN,AIMIM,7023,2,7025,370262,264330,2.66947864417085
29,Kundarki,MOHAMMAD NABI,M,40,GEN,RLD,4075,3,4078,370262,264330,1.54962760297918
29,Kundarki,MOHD. ZAKI,M,30,GEN,IND,1578,0,1578,370262,264330,0.599635202918377
29,Kundarki,PAPPU SINGH,M,26,GEN,IND,1342,0,1342,370262,264330,0.509955920352637
29,Kundarki,None of the Above,,,,NOTA,1170,0,1170,370262,264330,0.444596443228454
29,Kundarki,RAMJANI,M,43,GEN,PECP,921,0,921,370262,264330,0.349977200182399
29,Kundarki,MOHD. RAIS,M,48,GEN,IND,504,0,504,370262,264330,0.191518467852257
29,Kundarki,UVAIS,M,40,GEN,IND,456,1,457,370262,264330,0.173658610731114
29,Kundarki,FAYYAZUL HUSAIN,M,56,GEN,BBPP,278,0,278,370262,264330,0.105639154886761
29,Kundarki,SANTU URF SANTOSH KUMAR,M,30,GEN,BSRD,245,1,246,370262,264330,0.0934792521659827
29,Kundarki,IRFAN ALI,M,39,GEN,IND,191,0,191,370262,264330,0.0725794193646451
29,Kundarki,RAJENDRA,M,38,GEN,JASD,168,0,168,370262,264330,0.0638394892840857
30,Bilari,MOHD. FAEEM,M,38,GEN,SP,85501,181,85682,343939,229116,37.5809783633708
30,Bilari,SURESH SAINI,M,57,GEN,BJP,72147,94,72241,343939,229116,31.685621926989
30,Bilari,RISHIPAL SINGH,M,50,GEN,BSP,60846,130,60976,343939,229116,26.7446807577426
30,Bilari,ARIF HUSAIN,M,40,GEN,PECP,2666,0,2666,343939,229116,1.16933414622379
30,Bilari,ANIL CHAUDHARY,M,48,GEN,RLD,2483,10,2493,343939,229116,1.09345462360687
30,Bilari,YOGENDRA SINGH,M,42,GEN,IND,1277,1,1278,343939,229116,0.560543525459115
30,Bilari,None of the Above,,,,NOTA,1123,0,1123,343939,229116,0.492558982074011
30,Bilari,RATANPAL,M,57,GEN,IND,790,0,790,343939,229116,0.346501866285368
30,Bilari,WASEEM AHMAD,M,40,GEN,IND,704,0,704,343939,229116,0.308781409955569
30,Bilari,MOHD MOHSIN KAMAL,M,31,GEN,IND,306,0,306,343939,229116,0.134214646940915
30,Bilari,HARI SINGH,M,48,GEN,BSRD,269,0,269,343939,229116,0.117986078519955
30,Bilari,DINESH SHARMA,M,44,GEN,IND,220,0,220,343939,229116,0.0964941906111152
30,Bilari,VIJAY SINGH,M,35,GEN,BMF,218,0,218,343939,229116,0.0956169706964688
30,Bilari,ANANDI,M,50,GEN,IND,150,0,150,343939,229116,0.0657914935984877
31,Chandausi ,GULAB DEVI,F,61,SC,BJP,104518,288,104806,363471,224074,47.222885567656
31,Chandausi ,KM. VIMLESH KUMARI,F,34,SC,INC,59108,229,59337,363471,224074,26.7357246811061
31,Chandausi ,VIRMAWATI,F,47,SC,BSP,50860,189,51049,363471,224074,23.0013652399984
31,Chandausi ,JYOTASNA,F,25,SC,MD,3613,2,3615,363471,224074,1.62882593865882
31,Chandausi ,None of the Above,,,,NOTA,2131,4,2135,363471,224074,0.961976038461019
31,Chandausi ,RAVINDRA KUMAR,M,38,SC,RLD,1274,4,1278,363471,224074,0.57583390030594
31,Chandausi ,BRHAM DEV,M,46,SC,IND,1257,0,1257,363471,224074,0.566371840911241
31,Chandausi ,RAMPAL SINGH,M,67,SC,IND,597,0,597,363471,224074,0.268992831363573
32,Asmoli,PINKI YADAV,F,35,GEN,SP,97421,189,97610,348577,250045,39.331434120553
32,Asmoli,NARENDRA SINGH,M,65,GEN,BJP,76343,141,76484,348577,250045,30.8188239655402
32,Asmoli,AQEELURREHMAN KHAN,M,55,GEN,BSP,67350,107,67457,348577,250045,27.181441977975
32,Asmoli,None of the Above,,,,NOTA,1866,6,1872,348577,250045,0.754312515865948
32,Asmoli,RAMSARAN,M,43,GEN,SARSAMP,1685,4,1689,348577,250045,0.680573632103412
32,Asmoli,DHIRENDRA YADAV,M,65,GEN,RLD,1027,0,1027,348577,250045,0.413824227454236
32,Asmoli,PAPPU,M,34,SC,IND,960,0,960,348577,250045,0.386826931213307
32,Asmoli,ASHARAF,M,26,GEN,KSJP,906,0,906,348577,250045,0.365067916332558
32,Asmoli,AJAY KUMAR,M,45,GEN,IND,646,0,646,348577,250045,0.260302289128954
32,Asmoli,MAHARAM SINGH,M,62,GEN,IND,542,0,542,348577,250045,0.218396038247513
32,Asmoli,ZAKIR HUSAIN,M,54,GEN,IND,533,1,534,348577,250045,0.215172480487402
32,Asmoli,ZAKIR KHAN,M,44,GEN,IND,318,0,318,348577,250045,0.128136420964408
33,Sambhal,IQBAL MEHMOOD,M,64,GEN,SP,79153,95,79248,353128,241294,33.0736068043621
33,Sambhal,DR. ARVIND,M,60,GEN,BJP,59825,151,59976,353128,241294,25.0305703828288
33,Sambhal,ZIAURREHMAN,M,29,GEN,AIMIM,59303,33,59336,353128,241294,24.7634707922424
33,Sambhal,RAFATULLA,M,57,GEN,BSP,36640,65,36705,353128,241294,15.3185788632408
33,Sambhal,None of the Above,,,,NOTA,1683,0,1683,353128,241294,0.702388454620197
33,Sambhal,AJAY KUMAR,M,46,SC,IND,1361,0,1361,353128,241294,0.56800397310641
33,Sambhal,QAISER ABBAS,M,40,GEN,RLD,918,2,920,353128,241294,0.383955661467963
33,Sambhal,SANTOSH KUMARI,F,50,GEN,IND,842,0,842,353128,241294,0.351402898865244
33,Sambhal,FARHAD A.,M,37,GEN,IND,622,1,623,353128,241294,0.260004757711457
33,Sambhal,NEM SINGH JATAV ADVOCATE,M,40,SC,JASD,600,0,600,353128,241294,0.250405866174758
34,Suar,MOHAMMAD ABDULLAH AZAM KHAN,M,26,GEN,SP,106268,175,106443,295945,205962,51.9006289921498
34,Suar,LAXMI SAINI,F,30,GEN,BJP,53169,178,53347,295945,205962,26.0115071432054
34,Suar,NAWAB KAZIM ALI KHAN,M,56,GEN,BSP,42083,150,42233,295945,205962,20.5924228387537
34,Suar,ARSHAD WARSI,M,34,GEN,MNDP,1283,0,1283,295945,205962,0.625579014091375
34,Suar,NAVIN KUMAR,M,50,GEN,RLD,901,1,902,295945,205962,0.43980691403774
34,Suar,None of the Above,,,,NOTA,871,1,872,295945,205962,0.425179189624067
34,Suar,MAHAVEER SINGH,M,40,GEN,BSRD,583,0,583,295945,205962,0.284265444439027
34,Suar,IKRAM,M,25,GEN,IND,299,0,299,295945,205962,0.145789653322931
35,Chamraua,NASEER AHMAD KHAN,M,79,GEN,SP,87155,245,87400,299126,194285,45.2362221026044
35,Chamraua,ALI YUSUF ALI,M,42,GEN,BSP,52818,206,53024,299126,194285,27.4439981781293
35,Chamraua,MOHAN KUMAR LODHI,M,40,GEN,BJP,50824,130,50954,299126,194285,26.372613970436
35,Chamraua,None of the Above,,,,NOTA,1077,0,1077,299126,194285,0.557430334147654
35,Chamraua,RAKESH KUMAR,M,34,GEN,JASSP,815,0,815,299126,194285,0.421825183222227
35,Chamraua,MURSHAD ALI,M,28,GEN,IND,523,0,523,299126,194285,0.270692724938926
35,Chamraua,MOHD. RAFI,M,69,GEN,IND,492,0,492,299126,194285,0.254647840669123
36,Bilaspur,BALDEV SINGH AULAKH,M,57,GEN,BJP,98858,242,99100,331650,223694,44.5459326551803
36,Bilaspur,SANJAY KAPOOR,M,54,GEN,INC,76528,213,76741,331650,223694,34.4954532582361
36,Bilaspur,PRADEEP KUMAR,M,40,GEN,BSP,39176,168,39344,331650,223694,17.6853196204381
36,Bilaspur,SHAHID HUSSAIN KHAN,M,51,GEN,PECP,2686,2,2688,331650,223694,1.20826909159561
36,Bilaspur,SANTOSH SHARMA,M,45,GEN,RLD,2432,7,2439,331650,223694,1.09634237886968
36,Bilaspur,None of the Above,,,,NOTA,1227,0,1227,331650,223694,0.551542475962727
36,Bilaspur,HARENDER SINGH,M,37,GEN,LPI(V),780,1,781,331650,223694,0.351063303770896
36,Bilaspur,MAKDOOM AHMED,M,50,GEN,IND,747,1,748,331650,223694,0.336229643048182
36,Bilaspur,SATYA PRAKASH,M,39,GEN,IND,626,0,626,331650,223694,0.281390048861179
37,Rampur  ,MOHAMMAD AZAM KHAN,M,62,GEN,SP,101717,383,102100,381861,215073,47.7366024256366
37,Rampur  ,SHIV BAHADUR SAXENA,M,64,GEN,BJP,55021,237,55258,381861,215073,25.8357412030933
37,Rampur  ,DR. TANVEER AHMAD KHAN,M,50,GEN,BSP,53980,268,54248,381861,215073,25.3635182016252
37,Rampur  ,None of the Above,,,,NOTA,1188,3,1191,381861,215073,0.556849103711392
37,Rampur  ,AHMAD ALI,M,61,GEN,IND,951,1,952,381861,215073,0.445105244948149
37,Rampur  ,ASIM KHAN,M,46,GEN,RLD,900,1,901,381861,215073,0.421260321111641
37,Rampur  ,MOHD. HANEEF KHAN,M,63,GEN,IND,423,0,423,381861,215073,0.197772603585154
38,Milak ,RAJBALA,F,34,SC,BJP,89631,230,89861,338757,216334,41.8236315316699
38,Milak ,VIJAY SINGH,M,57,SC,SP,72969,225,73194,338757,216334,34.0663790334967
38,Milak ,RADHEY SHYAM RAHI,M,53,SC,BSP,39141,130,39271,338757,216334,18.2777382165813
38,Milak ,CHANDRAPAL SINGH,M,66,SC,IND,7898,16,7914,338757,216334,3.68338010863039
38,Milak ,KAPIL DEV,M,37,SC,RPI(A),1633,4,1637,338757,216334,0.761902102328526
38,Milak ,None of the Above,,,,NOTA,1476,1,1477,338757,216334,0.687433967708755
38,Milak ,INDRA SINGH MEHRA,M,69,SC,RLD,1328,0,1328,338757,216334,0.618085517344094
38,Milak ,MADHUBALA,F,42,SC,SKLP,827,0,827,338757,216334,0.384907170815938
38,Milak ,JAGATSINGH,M,49,SC,IND,825,0,825,338757,216334,0.383976319133191
39,Dhanaura ,RAJEEV KUMAR,M,36,SC,BJP,102722,221,102943,321055,225180,46.0892028868712
39,Dhanaura ,JAGRAM SINGH,M,58,SC,SP,64547,167,64714,321055,225180,28.9734773187199
39,Dhanaura ,SANJEEV LAL,M,53,SC,BSP,51783,169,51952,321055,225180,23.2597288633392
39,Dhanaura ,KAPIL CHANDRA,M,36,SC,RLD,3731,16,3747,321055,225180,1.67759093106968
39,Dhanaura ,None of the Above,,,,NOTA,1824,0,1824,321055,225180,0.816633535700854
40,Naugawan Sadat,CHETAN CHAUHAN,M,69,GEN,BJP,96703,327,97030,306855,234190,41.633413141793
40,Naugawan Sadat,JAVED ABBAS,M,51,GEN,SP,76200,182,76382,306855,234190,32.7738159599756
40,Naugawan Sadat,JAIDEV,M,43,GEN,BSP,39970,202,40172,306855,234190,17.236910983532
40,Naugawan Sadat,ASHFAQ ALI KHAN,M,48,GEN,RLD,14563,34,14597,306855,234190,6.26324777523192
40,Naugawan Sadat,SORAN SINGH,M,43,GEN,RKMP,1524,4,1528,306855,234190,0.655630787186022
40,Naugawan Sadat,None of the Above,,,,NOTA,1132,0,1132,306855,234190,0.485716002025247
40,Naugawan Sadat,BRAHAM SINGH,M,43,GEN,IND,856,0,856,306855,234190,0.36729054570107
40,Naugawan Sadat,CHARAN SINGH,M,64,GEN,IND,583,0,583,306855,234190,0.250152322597808
40,Naugawan Sadat,IMAMULLA,M,77,GEN,RPI(A),578,0,578,306855,234190,0.248006933896283
40,Naugawan Sadat,AMOD KUMAR,M,40,GEN,IND,494,0,494,306855,234190,0.211964403710664
40,Naugawan Sadat,SURENDRA,M,34,GEN,IVD,322,2,324,306855,234190,0.139021187858816
40,Naugawan Sadat,PAWAN KUMAR,M,40,GEN,LD,261,0,261,306855,234190,0.111989290219602
40,Naugawan Sadat,UMESH,M,27,GEN,AICP,128,0,128,306855,234190,0.0549219507590385
40,Naugawan Sadat,KRISHNA PAL,M,47,GEN,RMJP,125,0,125,306855,234190,0.0536347175381236
41,Amroha,MEHBOOB ALI,M,64,GEN,SP,74453,260,74713,292320,201377,37.327011660788
41,Amroha,NAUSHAD ALI,M,37,GEN,BSP,59423,248,59671,292320,201377,29.8119485606371
41,Amroha,DR. KUNWAR SAIN SAINI,M,53,GEN,BJP,45191,229,45420,292320,201377,22.6920732621229
41,Amroha,SALEEM KHAN,M,49,GEN,RLD,14114,18,14132,292320,201377,7.06042226640954
41,Amroha,SHAMEEM AHMAD,M,56,GEN,AIMIM,2848,13,2861,292320,201377,1.42937079707031
41,Amroha,None of the Above,,,,NOTA,1216,3,1219,292320,201377,0.60901887508868
41,Amroha,MOHD SHOEB,M,46,GEN,RKMP,1048,2,1050,292320,201377,0.524585577393859
41,Amroha,MOHD HASEEN,M,34,GEN,IND,786,0,786,292320,201377,0.392689775077689
41,Amroha,SHASHI,F,44,GEN,IND,497,0,497,292320,201377,0.248303839966427
41,Amroha,MOHD RIZWAN,M,32,GEN,PECP,382,2,384,292320,201377,0.191848439732611
41,Amroha,YASIR ABDULLA,M,31,GEN,IND,235,0,235,292320,201377,0.117407248273864
41,Amroha,BHOLEY,M,34,GEN,IND,147,2,149,292320,201377,0.0744411914587476
41,Amroha,DHARMVEER SINGH SAINI,M,33,GEN,IND,144,0,144,292320,201377,0.0719431648997292
41,Amroha,KHUSHREED AHMAD,M,35,GEN,IND,116,0,116,292320,201377,0.0579542161692263
42,Hasanpur,MAHENDRA SINGH KHARGVANSHI,M,45,GEN,BJP,111118,151,111269,342743,254919,43.9405906186568
42,Hasanpur,KAMAL AKHTAR,M,46,GEN,SP,83334,165,83499,342743,254919,32.9741021853996
42,Hasanpur,GANGASARAN KHADGVANSI,M,63,GEN,BSP,51838,92,51930,342743,254919,20.5073728606067
42,Hasanpur,None of the Above,,,,NOTA,1692,1,1693,342743,254919,0.668572737396634
42,Hasanpur,INDRAJEET,M,36,GEN,ADPT,1283,0,1283,342743,254919,0.506662033124561
42,Hasanpur,NAUSHAD ALI,M,35,GEN,AIMIM,1235,0,1235,342743,254919,0.487706633600025
42,Hasanpur,MAHAVEER,M,38,GEN,RLD,1034,0,1034,342743,254919,0.408330898091033
42,Hasanpur,LEELA DEVI,F,35,GEN,RJSNP,966,0,966,342743,254919,0.381477415431275
42,Hasanpur,VIJAYPAL,M,43,GEN,RPI(A),850,0,850,342743,254919,0.335668533246981
42,Hasanpur,RAJENDRA SINGH,M,32,GEN,IND,787,1,788,342743,254919,0.311184475527789
42,Hasanpur,VINAY BHAIYA,M,28,GEN,RLRP,372,0,372,342743,254919,0.146904346315149
43,Siwalkhas,JITENDRA PAL SINGH (BILLU),M,47,GEN,BJP,72771,71,72842,318698,225365,32.4782971209966
43,Siwalkhas,GHULAM MOHAMMAD,M,64,GEN,SP,61364,57,61421,318698,225365,27.385979070711
43,Siwalkhas,YASHVEER SINGH,M,57,GEN,RLD,44639,71,44710,318698,225365,19.9349916844644
43,Siwalkhas,NADEEM AHAMAD URF NADEEM CHAUHAN,M,34,GEN,BSP,42479,45,42524,318698,225365,18.9603128246514
