Constituency No.,Constituency Name,Candidate Name,Candidate Sex,Candidate Age,Candidate Category, Party Name, VALID VOTES POLLED in General, VALID VOTES POLLED in Postal, Total Valid Votes,Total Electors,Total valid votes polled +NOTA,% votes polled
310,Basti Sadar,JITENDRA KUMAR ALIAS NANDU CHAUDHARY,M,54,GEN,BSP,49231,307,49538,347784,206622,24.115940335709
310,Basti Sadar,RAJA ASHWARYA RAJ SINGH,M,35,GEN,RLD,4136,16,4152,347784,206622,2.02126416637458
310,Basti Sadar,GAURI SHANKER SUT PAL ALIAS AMARPAL SINGH,M,33,GEN,NINSHAD,1705,2,1707,347784,206622,0.83099661175371
310,Basti Sadar,SUDHA VISHNUDUTT OJHA,F,46,GEN,SHS,1477,6,1483,347784,206622,0.721949604704599
310,Basti Sadar,K. K. TIWARI,M,46,GEN,CPM,1324,3,1327,347784,206622,0.646006153366826
310,Basti Sadar,RAKESH SRIVASTAV,M,33,GEN,IND,1235,8,1243,347784,206622,0.60511352572341
310,Basti Sadar,None of the Above,,,,NOTA,1204,2,1206,347784,206622,0.587101296880477
310,Basti Sadar,NEELAM SINGH,F,57,GEN,IND,853,0,853,347784,206622,0.415254897378977
310,Basti Sadar,KRISHNA KUMAR UPADHYAY,M,52,GEN,IND,787,0,787,347784,206622,0.38312497565915
310,Basti Sadar,SUDHA DEVI,F,53,GEN,ABSKP,486,0,486,347784,206622,0.236593059936909
310,Basti Sadar,DR. R. J.  CHAUDHARY,M,62,GEN,SSD,442,0,442,347784,206622,0.21517311212369
310,Basti Sadar,RAM PRASAD CHAURASIYA ADVOCATE,M,46,GEN,MBCOI,362,2,364,347784,206622,0.177201386454804
310,Basti Sadar,RAJU,M,36,GEN,JANADIP,234,0,234,347784,206622,0.11391517700666
311,Mahadewa S.C,RAVI KUMAR SONKAR,M,40,SC,BJP,82269,160,82429,341194,199317,41.8238738418761
311,Mahadewa S.C,DOODHRAM,M,56,SC,BSP,56300,245,56545,341194,199317,28.6905208893579
311,Mahadewa S.C,RAM KARAN ARYA,M,73,SC,SP,47704,210,47914,341194,199317,24.3112143937164
311,Mahadewa S.C,GOVARDHAN,M,48,SC,NINSHAD,5634,5,5639,341194,199317,2.86118750190272
311,Mahadewa S.C,None of the Above,,,,NOTA,2230,1,2231,341194,199317,1.13199314005054
311,Mahadewa S.C,MANSHARAM,M,54,SC,IND,1642,0,1642,341194,199317,0.833138832793806
311,Mahadewa S.C,LAVKUSH,M,36,SC,RLD,1233,1,1234,341194,199317,0.626122606374882
311,Mahadewa S.C,DEVI PRASAD,M,39,SC,IND,713,0,713,341194,199317,0.361771003521305
311,Mahadewa S.C,CHANDRESH GAUTAM,M,27,SC,BMUP,545,1,546,341194,199317,0.277036420648854
311,Mahadewa S.C,UMESH CHANDRA VYAS,M,60,SC,IND,424,0,424,341194,199317,0.215134509807901
312,Menhdawal,RAKESH SINGH BAGHEL,M,47,GEN,BJP,86863,113,86976,438464,224820,39.1506907277286
312,Menhdawal,ANIL KUMAR TRIPATHI,M,51,GEN,BSP,43882,180,44062,438464,224820,19.8337211971714
312,Menhdawal,JAICHAND ALIAS JAIRAM PANDEY,M,53,GEN,SP,37361,196,37557,438464,224820,16.9056117970624
312,Menhdawal,ER. MOHAMMAD IRFAN,M,31,GEN,PECP,25475,24,25499,438464,224820,11.4779187691587
312,Menhdawal,MOHD. TABISH KHAN,M,55,GEN,AIMIM,19014,26,19040,438464,224820,8.57051544628348
312,Menhdawal,MOHD. AKRAM HUSAIN,M,53,GEN,RLD,3438,7,3445,438464,224820,1.55070513195623
312,Menhdawal,None of the Above,,,,NOTA,2663,0,2663,438464,224820,1.19870181898387
312,Menhdawal,MUKESH KUMAR,M,28,GEN,IND,1435,0,1435,438464,224820,0.645939583267689
312,Menhdawal,RAM KRISHNA,M,46,GEN,IND,1249,0,1249,438464,224820,0.562215010105466
312,Menhdawal,RAJARAM,M,65,GEN,IND,854,2,856,438464,224820,0.385313089391736
312,Menhdawal,AWADHESH,M,53,SC,IND,746,1,747,438464,224820,0.336248688990219
312,Menhdawal,AJAY KUMAR,M,38,GEN,IND,731,0,731,438464,224820,0.329046575169812
312,Menhdawal,AMIT KUMAR,M,30,GEN,IND,560,0,560,438464,224820,0.25207398371422
313,KHALILABAD,DIGVIJAY NARAYAN ALIS JAY CHAUBEY,M,47,GEN,BJP,71959,102,72061,427321,224008,32.2893002289703
313,KHALILABAD,MASHHOOR ALAM CHOUDHARY,M,52,GEN,BSP,55764,260,56024,427321,224008,25.1033951239621
313,KHALILABAD,DR. MOHD. AYUB,M,61,GEN,PECP,42017,24,42041,427321,224008,18.837852249152
313,KHALILABAD,JAVED AHMED,M,47,GEN,SP,28114,160,28274,427321,224008,12.6690952758622
313,KHALILABAD,GANGA SINGH,M,50,GEN,RLD,6849,23,6872,427321,224008,3.07922553355469
313,KHALILABAD,VIJAY KUMAR SHUKLA ADVOCATE,M,43,GEN,CPI,2590,0,2590,427321,224008,1.16053465248932
313,KHALILABAD,TAFSIRULLAH,M,30,GEN,AIMIM,2578,0,2578,427321,224008,1.15515765796042
313,KHALILABAD,DHANUSHDHARI,M,44,GEN,NCP,1530,0,1530,427321,224008,0.685566802435779
313,KHALILABAD,PREM PRAKASH TRIPATHI,M,64,GEN,IND,1500,0,1500,427321,224008,0.672124316113508
313,KHALILABAD,MANBHAWATI,F,43,GEN,IND,1394,0,1394,427321,224008,0.624627531108154
313,KHALILABAD,SUNITA YADAV,F,35,GEN,IND,1294,2,1296,427321,224008,0.580715409122071
313,KHALILABAD,DHARMENDRA KUMAR,M,26,SC,IND,896,0,896,427321,224008,0.401482258158469
313,KHALILABAD,None of the Above,,,,NOTA,832,3,835,427321,224008,0.37414920263652
313,KHALILABAD,PRADEEP GUPTA,M,30,GEN,IND,749,0,749,427321,224008,0.335614075179345
313,KHALILABAD,RAM AJOR,M,55,GEN,IND,726,0,726,427321,224008,0.325308168998938
313,KHALILABAD,MOHAMMAD ALI,M,30,GEN,PPI,686,1,687,427321,224008,0.307832936779987
313,KHALILABAD,ALAUDDIN,M,36,GEN,SASEP,667,1,668,427321,224008,0.299319362109216
313,KHALILABAD,RAMSWARATH,M,55,GEN,BSRD,651,0,651,427321,224008,0.291701953193263
313,KHALILABAD,SATYA NARAYAN,M,45,GEN,IND,622,0,622,427321,224008,0.278707549748401
313,KHALILABAD,SHAILENDRA KUMAR,M,40,SC,BMUP,527,0,527,427321,224008,0.236139676394546
313,KHALILABAD,BAIJNATH,M,44,SC,IND,507,0,507,427321,224008,0.227178018846366
313,KHALILABAD,BADDHNATH TIWARI,M,46,GEN,IND,503,0,503,427321,224008,0.22538568733673
313,KHALILABAD,AMRATA SINGH,M,38,GEN,IND,477,0,477,427321,224008,0.213735532524096
314,Dhanghata ,SHRI RAM CHAUHAN,M,59,SC,BJP,79523,49,79572,357096,200275,40.1060462490676
314,Dhanghata ,ALGOO PRASAD,M,46,SC,SP,62518,145,62663,357096,200275,31.5835366222455
314,Dhanghata ,NEEL MANI,M,42,SC,BSP,51745,193,51938,357096,200275,26.1778996391202
314,Dhanghata ,None of the Above,,,,NOTA,1869,2,1871,357096,200275,0.943025342231003
314,Dhanghata ,JOKHOO PRASAD,M,49,SC,BMUP,1362,0,1362,357096,200275,0.686478095199694
314,Dhanghata ,BANTI LAL,M,35,SC,IND,751,0,751,357096,200275,0.378520594342856
314,Dhanghata ,LOTAN ALIAS LAUTAN PRASAD,M,58,SC,SHSP,746,0,746,357096,200275,0.376000483861212
314,Dhanghata ,DHARM DAS,M,49,SC,BSRD,698,0,698,357096,200275,0.351807423237435
314,Dhanghata ,AJAY KUMAR,M,36,SC,IND,674,0,674,357096,200275,0.339710892925546
315,Pharenda,BAJRANG BAHADUR SINGH,M,45,GEN,BJP,76115,197,76312,333601,198945,38.7462998786513
315,Pharenda,VIRENDRA CHAUDHARY,M,42,GEN,INC,73590,368,73958,333601,198945,37.5510908693952
315,Pharenda,VECHAN,M,45,GEN,BSP,35609,156,35765,333601,198945,18.1591547221926
315,Pharenda,VIJAY SINGH,M,51,GEN,RLD,2739,3,2742,333601,198945,1.39221032429057
315,Pharenda,None of the Above,,,,NOTA,1992,0,1992,333601,198945,1.01140881327017
315,Pharenda,RAJ KUMAR NISHAD,M,32,GEN,NINSHAD,1930,0,1930,333601,198945,0.979929221692485
315,Pharenda,REENA,F,38,GEN,AIMIM,1876,2,1878,333601,198945,0.953526983595071
315,Pharenda,JITENDAR,M,36,GEN,SHS,1000,6,1006,333601,198945,0.510781760115357
315,Pharenda,SHASHI BHOOSHAN,M,30,GEN,LD,883,2,885,333601,198945,0.449345783004067
315,Pharenda,GOBIND DAS,M,58,GEN,IND,769,0,769,333601,198945,0.390448482632912
315,Pharenda,RAJENDERA,M,56,GEN,PECP,644,1,645,333601,198945,0.32748929947754
315,Pharenda,SHIV KUMARI DEVI,F,35,GEN,JHSPT,634,0,634,333601,198945,0.321904210649241
315,Pharenda,NAGENDRA NATH,M,45,GEN,BMUP,429,0,429,333601,198945,0.217818464303666
316,Nautanwa,AMAN MANI TRIPATHI,M,35,GEN,IND,79512,154,79666,349621,214927,37.6783628220226
316,Nautanwa,KUNWAR KAUSHAL KISHORE SINGH (MUNNA SINGH),M,45,GEN,SP,47188,222,47410,349621,214927,22.4227547685599
316,Nautanwa,SAMEER TRIPATHI,M,39,GEN,BJP,44984,66,45050,349621,214927,21.3065830483785
316,Nautanwa,AIJAZ AHMAD,M,37,GEN,BSP,26110,100,26210,349621,214927,12.3961274516759
316,Nautanwa,ANIL KUMAR NISHAD (SAHANI),M,40,GEN,NINSHAD,5446,1,5447,349621,214927,2.57618108467298
316,Nautanwa,None of the Above,,,,NOTA,3489,1,3490,349621,214927,1.65060987433609
316,Nautanwa,SADA MOHAN UPADHYAY,M,52,GEN,RLD,2763,7,2770,349621,214927,1.31008290885701
316,Nautanwa,KAMINI JAISWAL,F,31,GEN,AIMIM,1796,1,1797,349621,214927,0.849898551341534
316,Nautanwa,SHAMBHOO PRASAD PRAJAPATI,M,31,GEN,BMUP,1355,3,1358,349621,214927,0.64227169322304
316,Nautanwa,ABHISHEK JOSHI,M,26,GEN,JANADIP,926,1,927,349621,214927,0.438428468054314
316,Nautanwa,SATISH KUMAR CHATURVEDI,M,38,GEN,NCP,801,1,802,349621,214927,0.379309203214196
317,Siswa,PREMSAGAR PATEL,M,54,GEN,BJP,122693,191,122884,366103,239366,51.8793405526355
317,Siswa,SHIVENDRA SINGH ALIAS SHIVBABU,M,59,GEN,SP,54429,269,54698,366103,239366,23.0924788381568
317,Siswa,RAGHVENDRA PRATAP ALIAS ANKIT SINGH,M,32,GEN,BSP,46050,135,46185,366103,239366,19.4984484833133
317,Siswa,RAKESH KUMAR ALIAS R. K. MISHRA,M,57,GEN,IND,4056,17,4073,366103,239366,1.71954488843856
317,Siswa,YASH TRIPATHI,M,33,GEN,PECP,2658,1,2659,366103,239366,1.12258037278619
317,Siswa,None of the Above,,,,NOTA,2501,0,2501,366103,239366,1.0558757097925
317,Siswa,MANORAMA,F,34,GEN,IND,2300,1,2301,366103,239366,0.971439427522006
317,Siswa,SAHAJAD AHAMAD ALIAS SAHAJAD ALI,M,44,GEN,IND,1312,2,1314,366103,239366,0.55474637451713
317,Siswa,HARISHCHANDRA JAISAWAL ALIAS HARISH BHAI,M,44,GEN,CPI(ML)(L),842,1,843,366103,239366,0.355898929770122
317,Siswa,HARISHCHANDRA,M,53,GEN,RLD,839,1,840,366103,239366,0.354632385536065
317,Siswa,DIGVIJAY,M,41,GEN,ASP,546,0,546,366103,239366,0.230511050598442
317,Siswa,BHUNESHWAR ALIAS  BHUVANESHWAR KUMAR PATEL,M,41,GEN,BMUP,522,0,522,366103,239366,0.220378696725983
318,Maharajganj ,JAIMANGAL,M,43,SC,BJP,124804,350,125154,386617,247216,51.1578095428849
318,Maharajganj ,NIRMESH MANGAL,M,51,SC,BSP,56504,289,56793,386617,247216,23.2146433783104
318,Maharajganj ,ALOK PRASAD,M,48,SC,INC,49931,286,50217,386617,247216,20.5266449479446
318,Maharajganj ,RAMKEVAL,M,55,SC,CPI,3886,0,3886,386617,247216,1.58843702864991
318,Maharajganj ,SANT KIRPAL,M,38,SC,NINSHAD,3604,0,3604,386617,247216,1.47316702296816
318,Maharajganj ,None of the Above,,,,NOTA,2571,2,2573,386617,247216,1.05173661212461
318,Maharajganj ,DR. SUNIL KUMAR,M,27,SC,IND,1535,1,1536,386617,247216,0.627853647968673
318,Maharajganj ,RAM ASISH,M,50,SC,IND,1397,1,1398,386617,247216,0.571444921783987
318,Maharajganj ,MANOJ KUMAR KANNOJIA,M,38,SC,BHAKALP,1156,0,1156,386617,247216,0.47252527151809
318,Maharajganj ,SADHU SHARAN,M,46,SC,BMUP,899,0,899,386617,247216,0.367474237971248
319,Paniyara,GYANENDRA,M,59,GEN,BJP,119151,157,119308,398745,243886,49.3493601144928
319,Paniyara,GANESH SHANKER PANDEY,M,59,GEN,BSP,51665,152,51817,398745,243886,21.4330622678502
319,Paniyara,TALAT AZIZ,F,65,GEN,INC,47836,168,48004,398745,243886,19.8558913311439
319,Paniyara,SUMAN,F,54,GEN,NINSHAD,10744,18,10762,398745,243886,4.45148534509145
319,Paniyara,GANPAT SINGH,M,72,GEN,RLD,3558,3,3561,398745,243886,1.47293619344645
319,Paniyara,None of the Above,,,,NOTA,2123,1,2124,398745,243886,0.878549978904873
319,Paniyara,AJAY KUMAR,M,41,GEN,LD,1638,0,1638,398745,243886,0.677525831189352
319,Paniyara,PRAFULL,M,27,GEN,IND,1187,0,1187,398745,243886,0.490978731148816
319,Paniyara,SANTOSH,M,36,GEN,IND,1118,0,1118,398745,243886,0.462438265732415
319,Paniyara,RAJESH KUMAR,M,33,SC,IND,994,0,994,398745,243886,0.411148153969606
319,Paniyara,SATRUGHNA ALIAS SATRUGHAN SINGH NISHAD,M,36,GEN,ABHASP,879,0,879,398745,243886,0.363580711608938
319,Paniyara,UMESH,M,38,GEN,IND,719,0,719,398745,243886,0.297399922237573
319,Paniyara,GHANSHYAM KUMAR GUPT,M,37,GEN,MAHAD,682,0,682,398745,243886,0.282095614695444
319,Paniyara,JANARDAN,M,35,GEN,IND,547,0,547,398745,243886,0.226255573663355
319,Paniyara,RAKESH,M,31,SC,BMUP,546,0,546,398745,243886,0.225841943729784
320,Caimpiyarganj,FATEH BAHADUR,M,49,GEN,BJP,91532,104,91636,364225,216710,42.6404347987939
320,Caimpiyarganj,CHINTA YADAV,F,41,GEN,INC,58662,120,58782,364225,216710,27.3526784052414
320,Caimpiyarganj,ANANDA NISHAD,M,41,GEN,BSP,39154,89,39243,364225,216710,18.2607117596694
320,Caimpiyarganj,MOHAMMAD MAINUDDIN,M,47,GEN,NINSHAD,10932,3,10935,364225,216710,5.08831850500689
320,Caimpiyarganj,GORAKH SINGH,M,59,GEN,RLD,7253,12,7265,364225,216710,3.38057923537952
320,Caimpiyarganj,None of the Above,,,,NOTA,1806,0,1806,364225,216710,0.840375237315266
320,Caimpiyarganj,SRIKANT GUPTA SAHU,M,64,GEN,NCP,1681,0,1681,364225,216710,0.782209730856569
320,Caimpiyarganj,ASHOK,M,57,GEN,IND,897,0,897,364225,216710,0.417395674347616
320,Caimpiyarganj,AKHTAR,M,46,GEN,IND,882,0,882,364225,216710,0.410415813572572
320,Caimpiyarganj,SATISH CHANDRA GOND,M,33,GEN,BMUP,739,1,740,364225,216710,0.344339798235491
320,Caimpiyarganj,VINOD SINGH FAUZI,M,41,GEN,LD,694,0,694,364225,216710,0.32293489185869
320,Caimpiyarganj,RAMPAL,M,27,GEN,IND,594,0,594,364225,216710,0.276402486691732
320,Caimpiyarganj,MAHESH KUMAR,M,39,GEN,RKSP,563,0,563,364225,216710,0.261977441089975
320,Caimpiyarganj,DINESH NISHAD,M,34,GEN,RMGP,501,0,501,364225,216710,0.233127349886461
320,Caimpiyarganj,MRITUNJAN,M,34,GEN,JAPL,491,0,491,364225,216710,0.228474109369765
321,Pipraich,MAHENDRA PAL SINGH,M,37,GEN,BJP,82665,74,82739,386459,246015,33.7970924509111
321,Pipraich,AFATAB ALAM URF GUDDU BHAIYA,M,35,GEN,BSP,69787,143,69930,386459,246015,28.5648929173934
321,Pipraich,AMRENDRA NISHAD,M,27,GEN,SP,50919,112,51031,386459,246015,20.8450600667454
321,Pipraich,ANITA JAISWAL,F,46,GEN,IND,31042,31,31073,386459,246015,12.6926486146456
321,Pipraich,None of the Above,,,,NOTA,1203,1,1204,386459,246015,0.491807966145312
321,Pipraich,BHPUENDRA,M,33,GEN,IND,1177,0,1177,386459,246015,0.48077904996099
321,Pipraich,SURJEET,M,46,GEN,BSCP,1144,0,1144,386459,246015,0.467299263513486
321,Pipraich,NAUMI NATH,M,27,GEN,JANADIP,1080,0,1080,386459,246015,0.441156647372871
321,Pipraich,KANHAI,M,49,GEN,IND,1021,1,1022,386459,246015,0.417464901495439
321,Pipraich,ABHIMANYU,M,25,GEN,IND,970,0,970,386459,246015,0.39622402588119
321,Pipraich,BAHADUR NISHAD,M,46,GEN,BMUP,953,0,953,386459,246015,0.389279893468839
321,Pipraich,ANUPAMA ARYA,F,51,GEN,RLD,676,0,676,386459,246015,0.276131382985242
321,Pipraich,SANGEETA DEVI,F,38,GEN,IND,605,0,605,386459,246015,0.247129418204247
321,Pipraich,ANIL,M,32,GEN,NCP,544,0,544,386459,246015,0.222212237195224
321,Pipraich,SHIVDATT,M,55,GEN,LD,437,0,437,386459,246015,0.178505050835134
321,Pipraich,SATYENDRA,M,32,GEN,SWJP,366,0,366,386459,246015,0.14950308605414
321,Pipraich,BHARAT SINGH,M,55,GEN,RAJAP,309,1,310,386459,246015,0.126628296931102
321,Pipraich,KAMLESH SAHANI,M,34,GEN,IND,305,0,305,386459,246015,0.124585905045116
321,Pipraich,RADHESHYAM SEHRA,M,47,GEN,IND,246,0,246,386459,246015,0.100485680790487
321,Pipraich,RAM SAJEEVAN,M,49,GEN,IND,203,0,203,386459,246015,0.0829211105710119
322,Gorakhpur Urban,DR. RADHA MOHAN DAS AGRAWAL,M,64,GEN,BJP,121946,275,122221,429226,218831,56.0667363939961
322,Gorakhpur Urban,RANA RAHUL SINGH,M,32,GEN,INC,61388,103,61491,429226,218831,28.2079158868215
322,Gorakhpur Urban,JANARDAN CHOUDHARI,M,47,GEN,BSP,24228,69,24297,429226,218831,11.1458218650226
322,Gorakhpur Urban,ARUN KUMAR SHRIVASTAVA,M,55,GEN,PECP,2251,1,2252,429226,218831,1.03306543359389
322,Gorakhpur Urban,VINOD KUMAR RAI,M,45,GEN,RLD,946,0,946,429226,218831,0.433960879298323
322,Gorakhpur Urban,PRABAL PRATAP SHAHI,M,37,GEN,IND,851,0,851,429226,218831,0.390381298396271
322,Gorakhpur Urban,None of the Above,,,,NOTA,839,0,839,429226,218831,0.384876509229697
322,Gorakhpur Urban,ANIL,M,43,GEN,IND,702,3,705,429226,218831,0.323406363536277
322,Gorakhpur Urban,MOHAN DAS AGRAWAL,M,55,GEN,IND,620,0,620,429226,218831,0.284414106939704
322,Gorakhpur Urban,SATYA PRAKASH,M,48,GEN,IND,606,0,606,429226,218831,0.277991852912033
322,Gorakhpur Urban,VINDU DEVI,F,34,GEN,IND,468,1,469,429226,218831,0.21514550992697
322,Gorakhpur Urban,SHAILESH KUMAR,M,44,GEN,IND,391,2,393,429226,218831,0.180281845205329
322,Gorakhpur Urban,NANDA SINGH,F,45,GEN,SATKP,385,0,385,429226,218831,0.176611985760945
322,Gorakhpur Urban,MOHIT JAYSAWAL,M,30,GEN,IND,343,0,343,429226,218831,0.157345223677933
322,Gorakhpur Urban,AJAY PANDEY,M,38,GEN,SABHP,334,0,334,429226,218831,0.153216631803002
322,Gorakhpur Urban,VINOD KUMAR BHARTIYA,M,53,SC,BMUP,305,0,305,429226,218831,0.139913391317113
322,Gorakhpur Urban,MINA TRIPATHI,F,47,GEN,BSCP,291,0,291,429226,218831,0.133491137289442
322,Gorakhpur Urban,ARUN KUMAR,M,38,GEN,IND,279,1,280,429226,218831,0.128445080553415
322,Gorakhpur Urban,AMRENDRA,M,38,GEN,GGP,269,0,269,429226,218831,0.123399023817388
322,Gorakhpur Urban,KISHAN CHAND,M,27,GEN,IND,232,0,232,429226,218831,0.106425923887115
322,Gorakhpur Urban,RAM DAVAN MAURYA,M,36,GEN,JANADIP,205,0,205,429226,218831,0.0940401482623216
322,Gorakhpur Urban,SHATRUGHAN KUMAR,M,26,SC,IND,181,1,182,429226,218831,0.0834893023597196
322,Gorakhpur Urban,SESHNATH PANDEY,M,67,GEN,RAJAP,172,0,172,429226,218831,0.0789019780542405
322,Gorakhpur Urban,VINAY KUMAR PANDEY,M,41,GEN,IND,143,0,143,429226,218831,0.0655987375683511
323,Gorakhpur Rural,BIPIN SINGH,M,51,GEN,BJP,83507,179,83686,394353,235963,35.7130359451882
323,Gorakhpur Rural,VIJAY BAHADUR YADAV,M,47,GEN,SP,79069,207,79276,394353,235963,33.8310665773336
323,Gorakhpur Rural,SANJAY KUMAR,M,53,GEN,NINSHAD,34869,32,34901,394353,235963,14.8940165323114
323,Gorakhpur Rural,RAJESH PANDEY,M,36,GEN,BSP,29985,112,30097,394353,235963,12.8439074975782
323,Gorakhpur Rural,None of the Above,,,,NOTA,1631,3,1634,394353,235963,0.697310192080366
323,Gorakhpur Rural,ADIL AKHTAR,M,64,GEN,CPI,1539,0,1539,394353,235963,0.656768901843135
323,Gorakhpur Rural,KAUSHILYA DEVI,F,65,GEN,ADUP,1006,0,1006,394353,235963,0.429310926091094
323,Gorakhpur Rural,MALTI DEVI,F,49,GEN,IND,936,0,936,394353,235963,0.399438396442608
323,Gorakhpur Rural,BINAY KUMAR PANDEY,M,45,GEN,SABHP,797,0,797,394353,235963,0.340120087569187
323,Gorakhpur Rural,SANTOSH KUMAR GUPTA,M,37,GEN,IND,652,0,652,394353,235963,0.278241276154467
323,Gorakhpur Rural,VAKIL KUMAR NISHAD,M,42,GEN,BMUP,540,0,540,394353,235963,0.230445228716889
323,Gorakhpur Rural,ISHRAWATI,F,57,GEN,NCP,465,0,465,394353,235963,0.198438946950655
323,Gorakhpur Rural,GULAB CHANDRA YADAV,M,38,GEN,RLD,433,1,434,394353,235963,0.185209683820611
324,Sahajanwa,SHEETAL PANDEY,M,63,GEN,BJP,72041,172,72213,356165,209383,34.7746316093615
324,Sahajanwa,YASPAL SINGH RAWAT,M,40,GEN,SP,56615,221,56836,356165,209383,27.3697389964365
324,Sahajanwa,DEVNARAYAN SINGH URF G.M. SINGH,M,44,GEN,BSP,53943,200,54143,356165,209383,26.0729076374843
324,Sahajanwa,SHIVAJI SINGH,M,52,GEN,NINSHAD,15769,11,15780,356165,209383,7.59895983819705
324,Sahajanwa,ASHA NISHAD,F,39,SC,SSD,2023,1,2024,356165,209383,0.974670133872677
324,Sahajanwa,None of the Above,,,,NOTA,1722,1,1723,356165,209383,0.829721660406434
324,Sahajanwa,INDRESH SINGH YADAV,M,48,GEN,IND,1648,0,1648,356165,209383,0.793604931137436
324,Sahajanwa,PRINCE KUMAR SINGH,M,27,GEN,IND,1261,0,1261,356165,209383,0.60724260810941
324,Sahajanwa,AMIT RAM TRIPATHI,M,37,GEN,NCP,1162,0,1162,356165,209383,0.559568525474333
324,Sahajanwa,ARVIND KUMAR RAI ( ADVOCATE),M,48,GEN,IND,1049,0,1049,356165,209383,0.50515265337571
324,Sahajanwa,RAMESH CHANDRA,M,46,GEN,VP,600,0,600,356165,209383,0.288933834151979
324,Sahajanwa,RAJESH KUMAR,M,36,SC,BMUP,553,0,553,356165,209383,0.266300683810074
324,Sahajanwa,KESRI,M,27,GEN,BASAPA,391,0,391,356165,209383,0.18828854858904
325,Khajani ,SANT PRASAD,M,63,SC,BJP,71399,93,71492,364495,187798,38.4959588181764
325,Khajani ,RAJKUMAR,M,36,SC,BSP,51271,142,51413,364495,187798,27.6841147361789
325,Khajani ,RUPAWATI BELDAR,F,35,SC,SP,41973,112,42085,364495,187798,22.6613107321512
325,Khajani ,VIDYA SAGAR,M,47,SC,NINSHAD,11272,17,11289,364495,187798,6.07873439123809
325,Khajani ,COMMANDO KAMAL KISHOR,M,65,SC,INC,4649,4,4653,364495,187798,2.50547888408458
325,Khajani ,None of the Above,,,,NOTA,2084,1,2085,364495,187798,1.12270008023132
325,Khajani ,SHYAM CHARAN,M,50,SC,IND,1175,0,1175,364495,187798,0.632696687900147
325,Khajani ,RAJESH,M,40,SC,ASP,1112,0,1112,364495,187798,0.598773376123373
325,Khajani ,VIRENDRA KUMAR,M,31,SC,BMUP,932,3,935,364495,187798,0.503465023988628
325,Khajani ,RAM CHANDRA,M,53,SC,JANADIP,781,0,781,364495,187798,0.420541372978736
325,Khajani ,KALI CHARAN BELDAR,M,40,SC,IND,778,0,778,364495,187798,0.418925977179842
326,Chauri-Chaura,SANGEETA YADAV,F,35,GEN,BJP,87810,53,87863,339854,193724,45.625577700001
326,Chauri-Chaura,MANUROJAN YADAV,M,39,GEN,SP,42090,113,42203,339854,193724,21.915211814679
326,Chauri-Chaura,JAI PRAKASH,M,44,GEN,BSP,37393,85,37478,339854,193724,19.4616095630771
326,Chauri-Chaura,ISHVAR CHAND,M,53,GEN,NINSHAD,13035,13,13048,339854,193724,6.77557718072014
326,Chauri-Chaura,DUDHNATH KEWAT,M,35,GEN,NCP,2045,0,2045,339854,193724,1.06192944011133
326,Chauri-Chaura,AMAR SINGH PASWAN,M,33,SC,BMUP,1340,0,1340,339854,193724,0.695836405745324
326,Chauri-Chaura,RAKESH,M,51,GEN,IND,1268,0,1268,339854,193724,0.658448180959008
326,Chauri-Chaura,None of the Above,,,,NOTA,1150,0,1150,339854,193724,0.597173034781435
326,Chauri-Chaura,FAKHRUDDIN ALI,M,36,GEN,IND,882,0,882,339854,193724,0.45800575363237
326,Chauri-Chaura,ADYA,M,65,GEN,RLD,846,0,846,339854,193724,0.439311641239212
326,Chauri-Chaura,BHOLA PRASAD,M,46,GEN,GGP,831,0,831,339854,193724,0.431522427742063
326,Chauri-Chaura,SURESH,M,48,GEN,IND,757,0,757,339854,193724,0.393095641156127
326,Chauri-Chaura,SARVADANAND,M,26,GEN,MNVP,627,0,627,339854,193724,0.325589124180834
326,Chauri-Chaura,DAYA  SHANKAR NISHAD,M,46,GEN,RMGP,610,1,611,339854,193724,0.317280629783875
326,Chauri-Chaura,VIRENDRA TIWARI,M,61,GEN,SHS,555,1,556,339854,193724,0.288720180294328
326,Chauri-Chaura,VIRENDRA VIKRAM SINGH,M,40,GEN,IND,539,0,539,339854,193724,0.279892404997559
326,Chauri-Chaura,AMIT DUBEY URF CHANDAN,M,32,GEN,IND,449,0,449,339854,193724,0.233157124014664
326,Chauri-Chaura,RAMKISHUN,M,46,GEN,LD,390,0,390,339854,193724,0.202519550925878
326,Chauri-Chaura,RAJAN YADAV URF ARTHI BABA,M,39,GEN,IND,383,0,383,339854,193724,0.198884584627208
326,Chauri-Chaura,BAIJNATH VERMA,M,34,GEN,BASAP,259,0,259,339854,193724,0.134493753050775
326,Chauri-Chaura,SURBJIT,M,44,GEN,IND,199,0,199,339854,193724,0.103336899062179
327,Bansgaon,VIMLESH PASWAN,M,36,SC,BJP,71848,118,71966,370785,178818,40.7335503042309
327,Bansgaon,DHARMENDRA KUMAR,M,39,SC,BSP,48968,125,49093,370785,178818,27.7871798500071
327,Bansgaon,SHARADA DEVI,F,62,SC,SP,43909,142,44051,370785,178818,24.9333522003679
327,Bansgaon,NANDLAL,M,48,SC,NINSHAD,7880,12,7892,370785,178818,4.46695910570256
327,Bansgaon,None of the Above,,,,NOTA,2130,13,2143,370785,178818,1.21296165275223
327,Bansgaon,RAMDHARI,M,42,SC,IND,1496,0,1496,370785,178818,0.846752511673978
